inv_number,customer_id,InvoiceDate,Stockcodenew,Description,new_quantity,UnitPrice,TotalPrice
540943,17841,31:00.0,20972,PINK CREAM FELT CRAFT TRINKET BOX,5,1.25,6.25
540943,17841,31:00.0,21934,SKULL SHOULDER BAG,5,1.65,8.25
540943,17841,31:00.0,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,3,0.85,2.55
540946,12359,43:00.0,22655,VINTAGE RED KITCHEN CABINET,1,125,125
540947,15939,43:00.0,22456,NATURAL SLATE CHALKBOARD LARGE,18,4.25,76.5
540948,13093,47:00.0,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,4,4.95,19.8
540953,14587,16:00.0,21124,SET/10 BLUE POLKADOT PARTY CANDLES,1,1.25,1.25
540953,14587,16:00.0,21790,VINTAGE SNAP CARDS,2,0.85,1.7
540953,14587,16:00.0,21975,PACK OF 60 DINOSAUR CAKE CASES,1,0.55,0.55
540953,14587,16:00.0,22139,RETROSPOT TEA SET CERAMIC 11 PC,1,4.95,4.95
540953,14587,16:00.0,22334,DINOSAUR PARTY BAG + STICKER SET,1,1.65,1.65
540953,14587,16:00.0,22457,NATURAL SLATE HEART CHALKBOARD,1,2.95,2.95
540953,14587,16:00.0,22567,20 DOLLY PEGS RETROSPOT,1,1.25,1.25
540953,14587,16:00.0,22851,SET 20 NAPKINS FAIRY CAKES DESIGN,1,0.85,0.85
540953,14587,16:00.0,84510,SET OF 4 POLKADOT COASTERS,1,1.25,1.25
540953,14587,16:00.0,84991,60 TEATIME FAIRY CAKE CASES,1,0.55,0.55
540954,14606,19:00.0,20752,BLUE POLKADOT WASHING UP GLOVES,1,2.1,2.1
540954,14606,19:00.0,21275,ZINC TOP  2 DOOR WOODEN SHELF,2,16.95,33.9
540954,14606,19:00.0,21531,RED RETROSPOT SUGAR JAM BOWL,1,2.55,2.55
540954,14606,19:00.0,84832,ZINC WILLIE WINKIE  CANDLE STICK,1,0.85,0.85
540955,14715,27:00.0,22985,"WRAP, BILLBOARD FONTS DESIGN",25,0.42,10.5
540955,14715,27:00.0,82552,WASHROOM METAL SIGN,3,1.45,4.35
540957,15311,30:00.0,20676,RED RETROSPOT BOWL,4,1.25,5
540957,15311,30:00.0,20718,RED RETROSPOT SHOPPER BAG,2,1.25,2.5
540957,15311,30:00.0,21212,PACK OF 72 RETROSPOT CAKE CASES,3,0.55,1.65
540957,15311,30:00.0,21239,PINK  POLKADOT CUP,4,0.85,3.4
540957,15311,30:00.0,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,12,1.25,15
540957,15311,30:00.0,22844,VINTAGE CREAM DOG FOOD CONTAINER,3,8.5,25.5
540968,17338,40:00.0,18098,PORCELAIN BUTTERFLY OIL BURNER,4,2.95,11.8
540968,17338,40:00.0,22212,FOUR HOOK  WHITE LOVEBIRDS,4,2.1,8.4
540968,17338,40:00.0,22271,FELTCRAFT DOLL ROSIE,4,2.95,11.8
540968,17338,40:00.0,22768,FAMILY PHOTO FRAME CORNICE,2,9.95,19.9
540968,17338,40:00.0,22837,HOT WATER BOTTLE BABUSHKA,3,4.65,13.95
540968,17338,40:00.0,22930,BAKING MOULD HEART MILK CHOCOLATE,3,2.55,7.65
540968,17338,40:00.0,22931,BAKING MOULD HEART WHITE CHOCOLATE,4,2.55,10.2
540968,17338,40:00.0,85131,BEADED PEARL HEART WHITE ON STICK,11,1.25,13.75
540968,17338,40:00.0,85178,VICTORIAN SEWING KIT,6,1.25,7.5
540971,12383,10:00.0,21218,RED SPOTTY BISCUIT TIN,12,3.75,45
540971,12383,10:00.0,22551,PLASTERS IN TIN SPACEBOY,12,1.65,19.8
540971,12383,10:00.0,22553,PLASTERS IN TIN SKULLS,12,1.65,19.8
540971,12383,10:00.0,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,1.65,19.8
540972,12437,13:00.0,21843,RED RETROSPOT CAKE STAND,8,10.95,87.6
540972,12437,13:00.0,22236,CAKE STAND 3 TIER MAGIC GARDEN,12,10.95,131.4
540974,12971,43:00.0,22152,PLACE SETTING WHITE STAR,24,0.42,10.08
540975,14040,57:00.0,21484,CHICK GREY HOT WATER BOTTLE,1,3.45,3.45
540975,14040,57:00.0,21524,DOORMAT SPOTTY HOME SWEET HOME,3,7.95,23.85
540975,14040,57:00.0,48184,DOORMAT ENGLISH ROSE,3,7.95,23.85
540976,12652,00:00.0,21622,VINTAGE UNION JACK CUSHION COVER,4,4.95,19.8
540976,12652,00:00.0,21955,DOORMAT UNION JACK GUNS AND ROSES,2,7.95,15.9
540976,12652,00:00.0,22551,PLASTERS IN TIN SPACEBOY,12,1.65,19.8
540976,12652,00:00.0,22557,PLASTERS IN TIN VINTAGE PAISLEY,12,1.65,19.8
540976,12652,00:00.0,22951,60 CAKE CASES DOLLY GIRL DESIGN,24,0.55,13.2
540976,12652,00:00.0,84029,KNITTED UNION FLAG HOT WATER BOTTLE,4,3.75,15
540977,NULL,01:00.0,10133,COLOURING PENCILS BROWN TUBE,4,0.81,3.24
540977,NULL,01:00.0,20699,MOUSEY LONG LEGS SOFT TOY,1,2.51,2.51
540977,NULL,01:00.0,20717,STRAWBERRY SHOPPER BAG,22,0.85,18.7
540977,NULL,01:00.0,20727,LUNCH BAG  BLACK SKULL.,1,4.21,4.21
540977,NULL,01:00.0,20801,LARGE PINK GLASS SUNDAE DISH,9,2.51,22.59
540977,NULL,01:00.0,20832,RED FLOCK LOVE HEART PHOTO FRAME,1,0.81,0.81
540977,NULL,01:00.0,20854,BLUE PATCH PURSE PINK HEART,5,1.66,8.3
540977,NULL,01:00.0,21071,VINTAGE BILLBOARD DRINK ME MUG,1,2.51,2.51
540977,NULL,01:00.0,21126,SET OF 6 GIRLS CELEBRATION CANDLES,1,2.51,2.51
540977,NULL,01:00.0,21632,VINTAGE PINK DECORATIVE PARASOL,1,8.47,8.47
540977,NULL,01:00.0,21707,FOLDING UMBRELLA BLACKBLUE POLKADOT,2,3.36,6.72
540977,NULL,01:00.0,21710,FOLDING UMBRELLA PINKWHITE POLKADOT,1,3.36,3.36
540977,NULL,01:00.0,21773,DECORATIVE ROSE BATHROOM BOTTLE,7,1.28,8.96
540977,NULL,01:00.0,21802,CHRISTMAS TREE HEART DECORATION,16,0.43,6.88
540977,NULL,01:00.0,21815,STAR  T-LIGHT HOLDER,3,2.98,8.94
540977,NULL,01:00.0,21832,CHOCOLATE CALCULATOR,1,3.36,3.36
540977,NULL,01:00.0,21931,JUMBO STORAGE BAG SUKI,2,4.21,8.42
540977,NULL,01:00.0,22084,PAPER CHAIN KIT EMPIRE,2,5.91,11.82
540977,NULL,01:00.0,22091,EMPIRE TISSUE BOX,1,2.51,2.51
540977,NULL,01:00.0,22104,MIRROR MOSAIC CANDLE PLATE,1,1.66,1.66
540977,NULL,01:00.0,22117,METAL SIGN HER DINNER IS SERVED,1,1.66,1.66
540977,NULL,01:00.0,22123,PING MICROWAVE APRON,1,5.06,5.06
540977,NULL,01:00.0,22156,HEART DECORATION WITH PEARLS,4,1.66,6.64
540977,NULL,01:00.0,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,1,16.98,16.98
540977,NULL,01:00.0,22258,FELT FARM ANIMAL RABBIT,10,0.85,8.5
540977,NULL,01:00.0,22259,FELT FARM ANIMAL HEN,10,0.85,8.5
540977,NULL,01:00.0,22264,FELT FARM ANIMAL WHITE BUNNY,3,0.81,2.43
540977,NULL,01:00.0,22371,AIRLINE BAG VINTAGE TOKYO 78,2,4.21,8.42
540977,NULL,01:00.0,22377,BOTTLE BAG RETROSPOT,6,1.66,9.96
540977,NULL,01:00.0,22420,LIPSTICK PEN BABY PINK,1,0.85,0.85
540977,NULL,01:00.0,22446,PIN CUSHION BABUSHKA PINK,6,2.51,15.06
540977,NULL,01:00.0,22621,TRADITIONAL KNITTING NANCY,1,3.36,3.36
540977,NULL,01:00.0,22638,SET OF 4 NAPKIN CHARMS CROWNS,11,1.66,18.26
540977,NULL,01:00.0,22641,SET OF 4 NAPKIN CHARMS INSTRUMENT,1,1.66,1.66
540977,NULL,01:00.0,22834,HAND WARMER BABUSHKA DESIGN,4,1.66,6.64
540977,NULL,01:00.0,35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,3,1.66,4.98
540977,NULL,01:00.0,35961,FOLKART ZINC HEART CHRISTMAS DEC,1,1.66,1.66
540977,NULL,01:00.0,35967,FOLK ART METAL STAR T-LIGHT HOLDER,1,1.66,1.66
540977,NULL,01:00.0,37450,CERAMIC CAKE BOWL + HANGING CAKES,1,5.91,5.91
540977,NULL,01:00.0,47593,SCOTTIE DOGS BABY BIB,3,0.85,2.55
540977,NULL,01:00.0,47594,SCOTTIES DESIGN WASHBAG,7,1.66,11.62
540977,NULL,01:00.0,84032,CHARLIE+LOLA PINK HOT WATER BOTTLE,1,3.36,3.36
540977,NULL,01:00.0,84086,PINK/PURPLE RETRO RADIO,4,2.51,10.04
540977,NULL,01:00.0,84247,FAWN AND MUSHROOM GREETING CARD,1,0.85,0.85
540977,NULL,01:00.0,84313,BLUE TV TRAY TABLE,1,5.91,5.91
540977,NULL,01:00.0,84659,WHITE TRAVEL ALARM CLOCK,3,2.51,7.53
540977,NULL,01:00.0,84663,GRASS HOPPER WOODEN WALL CLOCK,1,5.91,5.91
540977,NULL,01:00.0,84951,SET OF 4 BLACK LOVEBIRD COASTERS,2,1.66,3.32
540977,NULL,01:00.0,85071,CHARLIE+LOLA MY ROOM DOOR SIGN,1,0.85,0.85
540977,NULL,01:00.0,85103,SILVER T-LIGHT SETTING,2,5.91,11.82
540977,NULL,01:00.0,85173,SET/6 FROG PRINCE T-LIGHT CANDLES,1,2.51,2.51
540977,NULL,01:00.0,90115,SUMMER BUTTERFLIES BAG CHARM,3,2.51,7.53
540977,NULL,01:00.0,90119,METALIC LEAVES BAG CHARMS,3,2.51,7.53
540977,NULL,01:00.0,90124,BLUE MURANO TWIST NECKLACE,1,10.17,10.17
540977,NULL,01:00.0,90141,ROSE PENDANT TRIPLE SHELL NECKLACE,1,5.51,5.51
540979,15727,06:00.0,22398,MAGNETS PACK OF 4 SWALLOWS,12,1.25,15
540979,15727,06:00.0,84030,ENGLISH ROSE HOT WATER BOTTLE,1,4.25,4.25
540979,15727,06:00.0,84692,BOX OF 24 COCKTAIL PARASOLS,50,0.42,21
540980,14514,22:00.0,21485,RETROSPOT HEART HOT WATER BOTTLE,3,4.95,14.85
540980,14514,22:00.0,22241,GARLAND WOODEN HAPPY EASTER,5,1.25,6.25
540980,14514,22:00.0,22283,6 EGG HOUSE PAINTED WOOD,2,7.95,15.9
540980,14514,22:00.0,22507,MEMO BOARD RETROSPOT  DESIGN,2,4.95,9.9
540981,12868,25:00.0,22028,PENNY FARTHING BIRTHDAY CARD,12,0.42,5.04
540981,12868,25:00.0,22715,CARD WEDDING DAY,12,0.42,5.04
540981,12868,25:00.0,85123,WHITE HANGING HEART T-LIGHT HOLDER,6,2.95,17.7
540984,14167,44:00.0,21555,CERAMIC STRAWBERRY TRINKET TRAY,2,2.55,5.1
540984,14167,44:00.0,22062,CERAMIC BOWL WITH LOVE HEART DESIGN,1,2.95,2.95
540984,14167,44:00.0,22649,STRAWBERRY FAIRY CAKE TEAPOT,1,4.95,4.95
540984,14167,44:00.0,72807,SET/3 OCEAN SCENT CANDLE JEWEL BOX,1,4.25,4.25
540986,15291,14:00.0,21136,PAINTED METAL PEARS ASSORTED,8,1.69,13.52
540986,15291,14:00.0,22968,ROSE COTTAGE KEEPSAKE BOX,2,9.95,19.9
540990,17048,51:00.0,21519,GIN & TONIC DIET GREETING CARD,12,0.42,5.04
540991,16525,52:00.0,85049,SCANDINAVIAN REDS RIBBONS,12,1.25,15
540992,17364,57:00.0,21912,VINTAGE SNAKES & LADDERS,2,3.75,7.5
540992,17364,57:00.0,84559,3D SHEET OF DOG STICKERS,18,0.85,15.3
540993,13284,23:00.0,21212,PACK OF 72 RETROSPOT CAKE CASES,24,0.55,13.2
540993,13284,23:00.0,21471,STRAWBERRY RAFFIA FOOD COVER,6,3.75,22.5
540994,13089,29:00.0,20674,GREEN POLKADOT BOWL,8,1.25,10
540994,13089,29:00.0,20676,RED RETROSPOT BOWL,8,1.25,10
540994,13089,29:00.0,21055,TOOL BOX SOFT TOY,1,8.95,8.95
540994,13089,29:00.0,21679,SKULLS  STICKERS,12,0.85,10.2
540994,13089,29:00.0,21975,PACK OF 60 DINOSAUR CAKE CASES,24,0.55,13.2
540994,13089,29:00.0,21989,PACK OF 20 SKULL PAPER NAPKINS,12,0.85,10.2
540994,13089,29:00.0,22331,WOODLAND PARTY BAG + STICKER SET,8,1.65,13.2
540994,13089,29:00.0,22482,BLUE TEA TOWEL CLASSIC DESIGN,12,1.25,15
540995,NULL,30:00.0,20655,QUEEN OF SKIES LUGGAGE TAG,2,0.83,1.66
540995,NULL,30:00.0,20717,STRAWBERRY SHOPPER BAG,15,0.83,12.45
540995,NULL,30:00.0,20801,LARGE PINK GLASS SUNDAE DISH,8,2.46,19.68
540995,NULL,30:00.0,20819,SILVER TEDDY BEAR,1,2.46,2.46
540995,NULL,30:00.0,20996,JAZZ HEARTS ADDRESS BOOK,2,0.83,1.66
540995,NULL,30:00.0,21012,ANTIQUE ALL GLASS CANDLESTICK,3,2.46,7.38
540995,NULL,30:00.0,21043,APRON MODERN VINTAGE COTTON,1,4.13,4.13
540995,NULL,30:00.0,21080,SET/20 RED RETROSPOT PAPER NAPKINS,2,1.63,3.26
540995,NULL,30:00.0,21086,SET/6 RED SPOTTY PAPER CUPS,4,1.63,6.52
540995,NULL,30:00.0,21112,"SWISS ROLL TOWEL, PINK  SPOTS",1,2.46,2.46
540995,NULL,30:00.0,21518,BANK ACCOUNT  GREETING  CARD,5,0.42,2.1
540995,NULL,30:00.0,21774,DECORATIVE CATS BATHROOM BOTTLE,2,1.25,2.5
540995,NULL,30:00.0,21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,1,1.63,1.63
540995,NULL,30:00.0,21884,CAKES AND BOWS GIFT  TAPE,1,0.42,0.42
540995,NULL,30:00.0,21930,JUMBO STORAGE BAG SKULLS,1,4.13,4.13
540995,NULL,30:00.0,21990,MODERN FLORAL STATIONERY SET,1,2.46,2.46
540995,NULL,30:00.0,21992,VINTAGE PAISLEY STATIONERY SET,5,2.46,12.3
540995,NULL,30:00.0,22148,EASTER CRAFT 4 CHICKS,1,4.13,4.13
540995,NULL,30:00.0,22161,HEART DECORATION RUSTIC HANGING,2,0.79,1.58
540995,NULL,30:00.0,22223,CAKE PLATE LOVEBIRD PINK,2,4.13,8.26
540995,NULL,30:00.0,22242,5 HOOK HANGER MAGIC TOADSTOOL,1,3.29,3.29
540995,NULL,30:00.0,22371,AIRLINE BAG VINTAGE TOKYO 78,1,4.13,4.13
540995,NULL,30:00.0,22439,6 ROCKET BALLOONS,3,1.25,3.75
540995,NULL,30:00.0,22447,PIN CUSHION BABUSHKA BLUE,1,2.46,2.46
540995,NULL,30:00.0,22453,MEASURING TAPE BABUSHKA BLUE,3,1.63,4.89
540995,NULL,30:00.0,22502,PICNIC BASKET WICKER SMALL,3,8.29,24.87
540995,NULL,30:00.0,22571,ROCKING HORSE RED CHRISTMAS,3,1.63,4.89
540995,NULL,30:00.0,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,1,3.29,3.29
540995,NULL,30:00.0,22792,FLUTED ANTIQUE CANDLE HOLDER,27,1.63,44.01
540995,NULL,30:00.0,22974,CHILDRENS DOLLY GIRL MUG,1,3.29,3.29
540995,NULL,30:00.0,35971,ROSE FOLKART HEART DECORATIONS,1,2.46,2.46
540995,NULL,30:00.0,47585,PINK FAIRY CAKE CUSHION COVER,3,4.13,12.39
540995,NULL,30:00.0,84509,SET OF 4 ENGLISH ROSE PLACEMATS,5,3.29,16.45
540995,NULL,30:00.0,84659,WHITE TRAVEL ALARM CLOCK,1,2.46,2.46
540995,NULL,30:00.0,84952,CLEAR LOVE BIRD T-LIGHT HOLDER,2,1.63,3.26
540995,NULL,30:00.0,85071,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,3,0.83,2.49
540995,NULL,30:00.0,85180,RED HEARTS LIGHT CHAIN,1,2.46,2.46
540995,NULL,30:00.0,90214,"LETTER ""D"" BLING KEY RING",2,0.83,1.66
540997,17368,55:00.0,16258,SWIRLY CIRCULAR RUBBERS IN BAG,36,0.42,15.12
540998,15290,04:00.0,22285,HANGING HEN ON NEST DECORATION,24,1.65,39.6
540999,13694,08:00.0,20803,SMALL PINK GLASS SUNDAE DISH,144,0.42,60.48
540999,13694,08:00.0,21425,SKULLS STORAGE BOX LARGE,24,2.55,61.2
540999,13694,08:00.0,22834,HAND WARMER BABUSHKA DESIGN,120,0.85,102
541002,12951,33:00.0,22418,10 COLOUR SPACEBOY PEN,24,0.85,20.4
541002,12951,33:00.0,22969,HOMEMADE JAM SCENTED CANDLES,12,1.45,17.4
541002,12951,33:00.0,84832,ZINC WILLIE WINKIE  CANDLE STICK,12,0.85,10.2
541004,18190,35:00.0,22766,PHOTO FRAME CORNICE,8,2.95,23.6
541005,16161,39:00.0,20969,RED FLORAL FELTCRAFT SHOULDER BAG,2,3.75,7.5
541005,16161,39:00.0,22131,FOOD CONTAINER SET 3 LOVE HEART,3,1.95,5.85
541005,16161,39:00.0,22135,MINI LADLE LOVE HEART PINK,2,0.42,0.84
541005,16161,39:00.0,22469,HEART OF WICKER SMALL,10,1.65,16.5
541006,13993,43:00.0,21755,LOVE BUILDING BLOCK WORD,6,5.95,35.7
541006,13993,43:00.0,48138,DOORMAT UNION FLAG,2,7.95,15.9
541007,13078,47:00.0,35004,SET OF 3 BLACK FLYING DUCKS,4,4.65,18.6
541009,17581,56:00.0,21735,TWO DOOR CURIO CABINET,1,12.75,12.75
541010,14114,05:00.0,20723,STRAWBERRY CHARLOTTE BAG,10,0.85,8.5
541011,15447,26:00.0,22178,VICTORIAN GLASS HANGING T-LIGHT,12,1.25,15
541012,17019,48:00.0,20658,RED RETROSPOT LUGGAGE TAG,4,1.25,5
541012,17019,48:00.0,20726,LUNCH BAG WOODLAND,2,1.65,3.3
541012,17019,48:00.0,20727,LUNCH BAG  BLACK SKULL.,2,1.65,3.3
541012,17019,48:00.0,22021,BLUE FELT EASTER EGG BASKET,2,1.65,3.3
541012,17019,48:00.0,22326,ROUND SNACK BOXES SET OF4 WOODLAND,3,2.95,8.85
541012,17019,48:00.0,22367,CHILDRENS APRON SPACEBOY DESIGN,4,1.95,7.8
541012,17019,48:00.0,22433,WATERING CAN GREEN DINOSAUR,2,1.95,3.9
541013,15694,54:00.0,22727,ALARM CLOCK BAKELIKE RED,8,3.75,30
541014,14085,54:00.0,22080,RIBBON REEL POLKADOTS,5,1.65,8.25
541014,14085,54:00.0,22219,LOVEBIRD HANGING DECORATION WHITE,4,0.85,3.4
541014,14085,54:00.0,22652,TRAVEL SEWING KIT,4,1.65,6.6
541014,14085,54:00.0,22796,PHOTO FRAME 3 CLASSIC HANGING,2,9.95,19.9
541014,14085,54:00.0,84378,SET OF 3 HEART COOKIE CUTTERS,4,1.25,5
541015,16315,57:00.0,21411,GINGHAM HEART  DOORSTOP RED,3,4.25,12.75
541015,16315,57:00.0,22844,VINTAGE CREAM DOG FOOD CONTAINER,2,8.5,17
541015,16315,57:00.0,22853,CAT BOWL VINTAGE CREAM,6,3.25,19.5
541015,16315,57:00.0,22854,CREAM SWEETHEART EGG HOLDER,4,4.95,19.8
541018,14978,03:00.0,20931,BLUE POT PLANT CANDLE,2,3.75,7.5
541018,14978,03:00.0,22128,PARTY CONES CANDY ASSORTED,12,1.25,15
541038,16395,10:00.0,20728,LUNCH BAG CARS BLUE,3,1.65,4.95
541038,16395,10:00.0,21448,12 DAISY PEGS IN WOOD BOX,3,1.65,4.95
541038,16395,10:00.0,21454,PAINTED PINK RABBIT,3,0.85,2.55
541038,16395,10:00.0,22228,BUNNY WOODEN PAINTED WITH BIRD,3,0.85,2.55
541086,16503,32:00.0,22179,SET 10 LIGHTS NIGHT OWL,2,6.75,13.5
541087,13614,37:00.0,22849,BREAD BIN DINER STYLE MINT,2,16.95,33.9
541088,15513,41:00.0,21527,RED RETROSPOT TRADITIONAL TEAPOT,12,6.95,83.4
541088,15513,41:00.0,21539,RED RETROSPOT BUTTER DISH,3,4.95,14.85
541088,15513,41:00.0,22649,STRAWBERRY FAIRY CAKE TEAPOT,8,4.95,39.6
541089,14229,41:00.0,22456,NATURAL SLATE CHALKBOARD LARGE,1,4.95,4.95
541091,16814,53:00.0,22804,CANDLEHOLDER PINK HANGING HEART,6,2.95,17.7
541093,12471,21:00.0,22472,TV DINNER TRAY DOLLY GIRL,3,4.95,14.85
541093,12471,21:00.0,22759,SET OF 3 NOTEBOOKS IN PARCEL,12,1.65,19.8
541094,13246,36:00.0,20723,STRAWBERRY CHARLOTTE BAG,30,0.85,25.5
541094,13246,36:00.0,21080,SET/20 RED RETROSPOT PAPER NAPKINS,6,0.85,5.1
541094,13246,36:00.0,21232,STRAWBERRY CERAMIC TRINKET BOX,8,1.25,10
541094,13246,36:00.0,22382,LUNCH BAG SPACEBOY DESIGN,20,1.65,33
541094,13246,36:00.0,84520,PACK 20 ENGLISH ROSE PAPER NAPKINS,6,0.85,5.1
541103,14215,24:00.0,20699,MOUSEY LONG LEGS SOFT TOY,6,2.55,15.3
541103,14215,24:00.0,20754,RETROSPOT RED WASHING UP GLOVES,6,2.1,12.6
541103,14215,24:00.0,22755,SMALL PURPLE BABUSHKA NOTEBOOK,12,0.85,10.2
541103,14215,24:00.0,22845,VINTAGE CREAM CAT FOOD CONTAINER,2,6.35,12.7
541104,NULL,29:00.0,10133,COLOURING PENCILS BROWN TUBE,4,0.79,3.16
541104,NULL,29:00.0,20616,CHERRY BLOSSOM PASSPORT COVER,1,1.63,1.63
541104,NULL,29:00.0,20617,FIRST CLASS PASSPORT COVER,3,1.63,4.89
541104,NULL,29:00.0,20801,LARGE PINK GLASS SUNDAE DISH,1,2.46,2.46
541104,NULL,29:00.0,21032,SPACE CADET WHITE,4,0.83,3.32
541104,NULL,29:00.0,21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,4,1.63,6.52
541104,NULL,29:00.0,21222,SET/4 BADGES BEETLES,4,0.83,3.32
541104,NULL,29:00.0,21272,SALLE DE BAIN HOOK,1,2.46,2.46
541104,NULL,29:00.0,21385,IVORY HANGING DECORATION  HEART,1,1.63,1.63
541104,NULL,29:00.0,21494,ROTATING LEAVES T-LIGHT HOLDER,10,1.63,16.3
541104,NULL,29:00.0,21518,BANK ACCOUNT  GREETING  CARD,5,0.42,2.1
541104,NULL,29:00.0,21520,BOOZE & WOMEN GREETING CARD,2,0.42,0.84
541104,NULL,29:00.0,21618,4 WILDFLOWER BOTANICAL CANDLES,2,2.46,4.92
541104,NULL,29:00.0,21754,HOME BUILDING BLOCK WORD,2,11.63,23.26
541104,NULL,29:00.0,21803,CHRISTMAS TREE STAR DECORATION,4,0.42,1.68
541104,NULL,29:00.0,21879,HEARTS GIFT TAPE,9,0.42,3.78
541104,NULL,29:00.0,21935,SUKI  SHOULDER BAG,7,1.63,11.41
541104,NULL,29:00.0,22095,LADS ONLY TISSUE BOX,1,2.46,2.46
541104,NULL,29:00.0,22161,HEART DECORATION RUSTIC HANGING,2,0.79,1.58
541104,NULL,29:00.0,22247,BUNNY DECORATION MAGIC GARDEN,5,0.79,3.95
541104,NULL,29:00.0,22258,FELT FARM ANIMAL RABBIT,1,0.83,0.83
541104,NULL,29:00.0,22280,POCKET BAG PINK PAISELY BROWN SPOT,5,0.83,4.15
541104,NULL,29:00.0,22342,HOME GARLAND PAINTED ZINC,1,1.63,1.63
541104,NULL,29:00.0,22471,TV DINNER TRAY AIR HOSTESS,2,4.13,8.26
541104,NULL,29:00.0,22501,PICNIC BASKET WICKER LARGE,1,20.79,20.79
541104,NULL,29:00.0,22817,CARD SUKI BIRTHDAY,15,0.42,6.3
541104,NULL,29:00.0,22983,CARD BILLBOARD FONT,1,0.83,0.83
541104,NULL,29:00.0,35095,BLUE VICTORIAN FABRIC OVAL BOX,1,0.83,0.83
541104,NULL,29:00.0,35810,ENAMEL PINK COFFEE CONTAINER,2,4.13,8.26
541104,NULL,29:00.0,37327,ASSTD MULTICOLOUR CIRCLES MUG,1,5.79,5.79
541104,NULL,29:00.0,79000,MOROCCAN TEA GLASS,12,1.65,19.8
541104,NULL,29:00.0,84251,"GREETING CARD, STICKY GORDON",2,0.42,0.84
541104,NULL,29:00.0,84870,GREEN GEISHA GIRL,1,2.46,2.46
541104,NULL,29:00.0,84931,PINK SCOTTIE DOG W FLOWER PATTERN,1,1.63,1.63
541104,NULL,29:00.0,84978,HANGING HEART JAR T-LIGHT HOLDER,2,2.46,4.92
541104,NULL,29:00.0,85088,CANDY SPOT HAND BAG,1,1.63,1.63
541104,NULL,29:00.0,85150,LADIES & GENTLEMEN METAL SIGN,1,4.96,4.96
541104,NULL,29:00.0,85186,EASTER BUNNY GARLAND OF FLOWERS,1,0.83,0.83
541110,15916,11:00.0,21181,PLEASE ONE PERSON METAL SIGN,1,2.1,2.1
541110,15916,11:00.0,22482,BLUE TEA TOWEL CLASSIC DESIGN,4,1.25,5
541110,15916,11:00.0,84763,ZINC FINISH 15CM PLANTER POTS,10,1.25,12.5
541111,15687,13:00.0,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,9,2.55,22.95
541111,15687,13:00.0,21974,SET OF 36 PAISLEY FLOWER DOILIES,12,1.45,17.4
541111,15687,13:00.0,22863,SOAP DISH BROCANTE,8,2.95,23.6
541111,15687,13:00.0,22969,HOMEMADE JAM SCENTED CANDLES,12,1.45,17.4
541112,18085,17:00.0,15056,EDWARDIAN PARASOL NATURAL,3,5.95,17.85
541112,18085,17:00.0,22139,RETROSPOT TEA SET CERAMIC 11 PC,6,4.95,29.7
541112,18085,17:00.0,22261,FELT EGG COSY WHITE RABBIT,12,0.85,10.2
541113,16775,18:00.0,22508,DOORSTOP RETROSPOT HEART,2,3.75,7.5
541113,16775,18:00.0,22835,HOT WATER BOTTLE I AM SO POORLY,3,4.65,13.95
541115,12578,34:00.0,21787,RAIN PONCHO RETROSPOT,24,0.85,20.4
541115,12578,34:00.0,21936,RED RETROSPOT PICNIC BAG,5,2.95,14.75
541115,12578,34:00.0,22273,FELTCRAFT DOLL MOLLY,6,2.95,17.7
541115,12578,34:00.0,22312,OFFICE MUG WARMER POLKADOT,6,2.95,17.7
541115,12578,34:00.0,22379,RECYCLING BAG RETROSPOT,5,2.1,10.5
541115,12578,34:00.0,22444,GROW YOUR OWN PLANT IN A CAN,24,1.25,30
541115,12578,34:00.0,22631,CIRCUS PARADE LUNCH BOX,12,1.95,23.4
541115,12578,34:00.0,48184,DOORMAT ENGLISH ROSE,2,7.95,15.9
541120,12490,13:00.0,21731,RED TOADSTOOL LED NIGHT LIGHT,12,1.65,19.8
541120,12490,13:00.0,21915,RED  HARMONICA IN BOX,12,1.25,15
541120,12490,13:00.0,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,6,2.95,17.7
541120,12490,13:00.0,POST,POSTAGE,5,18,90
541122,12708,23:00.0,22328,ROUND SNACK BOXES SET OF 4 FRUITS,6,2.95,17.7
541122,12708,23:00.0,22629,SPACEBOY LUNCH BOX,12,1.95,23.4
541123,13385,52:00.0,20749,ASSORTED COLOUR MINI CASES,2,7.95,15.9
541123,13385,52:00.0,22817,CARD SUKI BIRTHDAY,12,0.42,5.04
541123,13385,52:00.0,85184,S/4 VALENTINE DECOUPAGE HEART BOX,6,2.95,17.7
541126,15626,10:00.0,84820,DANISH ROSE TRINKET TRAYS,8,1.25,10
541126,15626,10:00.0,85159,"BLACK TEA,COFFEE,SUGAR JARS",12,1.25,15
